churn,User_Id,State,Account_Length,Area_Code,Phone,Intl_Plan,VMail_Plan,VMail_Message,Day_Mins,Day_Calls,Eve_Mins,Eve_Calls,Night_Mins,Night_Calls,Intl_Mins,Intl_Calls,CustServ_Calls,__index_level_0__,event date,Agitation_Level
0,fa9c59c7-7229-4ae2-b18f-8ad3af51a9ad,DC,11,415,343-1323,0,1,28,190.6,86,220.1,122,180.3,80,6.0,3,3,458,2020-01-01 00:00:00,121
0,1b3c46dd-990a-4a4c-a909-061186b9e252,WA,109,415,361-8239,0,0,0,184.0,120,120.4,119,153.7,86,11.0,3,0,459,2020-01-01 00:00:00,1
0,89f2268a-98e4-4c45-831c-85164542ca16,UT,90,415,384-1621,0,0,0,261.8,128,220.6,104,136.6,91,9.6,5,1,460,2020-01-01 00:00:00,139
0,e9da845a-a482-4314-8fc7-a11c0e98bfa5,RI,115,408,360-3525,0,0,0,147.9,109,228.4,117,299.7,90,9.6,9,3,461,2020-01-01 00:00:00,92
0,69db868d-d4a7-49af-a203-ff4d3c4f2460,OH,144,415,392-3813,0,1,18,106.4,109,108.1,113,208.4,111,10.1,5,1,462,2020-01-01 00:00:00,60
0,15845b18-f73d-4f99-8d15-47e55c23a735,NV,91,408,337-6898,0,0,0,133.7,75,195.3,87,280.5,89,5.9,2,0,463,2020-01-01 00:00:00,82
0,db8757bc-d965-4896-949d-de353cf56b36,ND,105,415,366-8036,0,1,23,193.5,85,220.2,90,272.4,111,8.5,5,0,464,2020-01-01 00:00:00,25
1,0a73005b-3cf0-4914-afa9-e40b539a13a3,NV,71,415,352-8327,1,0,0,178.2,113,167.8,94,182.1,111,13.6,3,3,465,2020-01-01 00:00:00,70
1,1ed4a0a1-39ea-4848-8a92-d43f19fe7cfc,FL,132,510,334-9505,0,1,36,226.2,103,181.6,125,258.8,102,10.5,5,3,466,2020-01-01 00:00:00,55
0,6c10380e-5e79-4474-a6b4-b8ebe88a34cc,MD,112,415,336-5702,0,0,0,170.4,103,200.2,71,258.3,100,11.6,4,1,467,2020-01-01 00:00:00,147
0,d6c39b0c-0ad3-43bb-a709-d24cc515fd22,AZ,86,415,392-2381,0,1,32,70.9,163,166.7,121,244.9,105,11.1,5,3,468,2020-01-01 00:00:00,120
0,c04a2903-b636-4070-b240-5f74f7253ee0,AL,41,510,369-6880,0,1,34,194.4,63,254.9,110,160.2,115,17.2,9,2,469,2020-01-01 00:00:00,144
0,51afe603-0145-47fc-b3db-3d95a02eecd9,NE,44,415,416-8697,0,0,0,240.3,146,164.6,83,240.7,106,10.6,2,1,470,2020-01-01 00:00:00,192
0,076df006-67bd-48b3-8f26-18e85634c17f,NV,78,408,345-3451,0,0,0,75.0,116,248.7,87,176.0,83,9.5,6,3,471,2020-01-01 00:00:00,22
0,00ec57fe-5d42-4a7a-a220-746b9d539bab,IL,149,408,379-2514,0,0,0,69.1,117,136.3,100,181.7,53,6.3,3,1,472,2020-01-01 00:00:00,147
1,7eb8659b-0f52-4c8f-a531-87bacb696608,WV,72,510,418-6651,0,1,33,96.6,59,315.4,98,163.3,117,6.2,4,4,473,2020-01-01 00:00:00,98
0,3f2b7da2-32eb-4978-a691-f503458f0230,MI,139,415,421-3528,0,1,20,214.6,101,235.1,132,162.8,132,14.8,12,0,474,2020-01-01 00:00:00,180
0,0f0ee5b6-3975-40f7-8904-efa140fcacc1,AR,74,510,329-9046,0,0,0,148.5,111,146.5,42,289.2,83,9.9,6,3,475,2020-01-01 00:00:00,12
0,9658c200-7b8e-4066-9592-a20cd1240ef8,UT,50,510,406-3890,0,0,0,258.1,106,161.4,106,225.1,110,11.7,5,1,476,2020-01-01 00:00:00,140
0,0584c870-b297-4cf4-8a8b-152b6bf7661a,GA,141,510,403-8904,0,1,23,149.7,112,162.5,118,220.3,115,7.6,2,3,477,2020-01-01 00:00:00,11
0,927b0a87-fbc0-4819-8556-6c2f3b153434,AZ,140,408,393-4086,0,0,0,149.8,134,164.4,98,294.7,124,8.1,2,1,478,2020-01-01 00:00:00,80
0,c95a5c09-994f-42b8-afba-38e9b5ad1c39,ID,99,408,400-1367,0,0,0,190.4,102,158.1,107,271.5,92,11.2,4,2,479,2020-01-01 00:00:00,130
0,accb0ab3-6f86-4c99-ae2b-9b0ea20e50fc,HI,166,408,377-9473,0,0,0,181.4,108,253.8,54,112.3,94,11.6,6,1,480,2020-01-01 00:00:00,158
0,ebc63999-2736-4df0-a40f-7528e26e0589,NV,124,408,396-3068,0,0,0,151.1,123,187.4,104,255.4,93,5.3,3,1,481,2020-01-01 00:00:00,14
0,ee22dacb-0abe-4ab4-a8fb-84713fe9d1a4,MD,74,415,331-9293,0,0,0,155.7,116,173.7,63,257.4,97,8.1,4,0,482,2020-01-01 00:00:00,193
0,335573fd-f075-457d-a9ba-9f44042a7eaf,GA,117,510,347-1914,0,0,0,149.9,95,256.1,110,212.7,92,13.3,13,2,483,2020-01-01 00:00:00,191
0,6f2b1e23-8b73-44c0-80f4-1aac2c94d2b4,GA,85,510,395-1962,0,0,0,222.3,132,231.5,101,223.5,75,11.0,2,3,484,2020-01-01 00:00:00,52
0,82935265-3d6e-4b0c-bf96-2185542c2cb4,UT,36,415,401-5485,0,1,16,149.4,111,131.8,113,132.7,87,6.7,2,0,485,2020-01-01 00:00:00,153
0,1589bc2c-922e-4a02-b638-7e5e489b2426,MA,102,510,355-6560,1,0,0,233.8,103,221.6,131,146.9,106,12.8,3,0,486,2020-01-01 00:00:00,134
0,23328121-daef-4b5c-a5f0-0b86ead9a3fa,IN,76,415,363-3911,0,0,0,204.2,100,292.6,139,244.3,105,10.5,2,0,487,2020-01-01 00:00:00,91
0,8bca5fd1-585f-4ed7-83fd-d1a3c7d84c12,VT,165,510,345-1998,0,0,0,242.9,126,209.8,65,228.4,126,0.0,0,1,488,2020-01-01 00:00:00,82
0,847d4fbf-bbb3-41fe-a5de-fc664bc72d0a,IA,130,415,361-5277,0,0,0,150.4,119,230.5,99,186.3,76,12.3,4,1,489,2020-01-01 00:00:00,64
0,6c55fbb9-e001-43b0-ac85-c5f04fac1b8e,IN,78,415,376-7145,0,0,0,208.9,119,252.4,132,280.2,120,12.8,7,0,490,2020-01-01 00:00:00,94
1,8c948b74-414d-48ff-bf36-3649614fb4e4,AL,55,415,375-2975,1,0,0,191.9,91,256.1,110,203.7,101,14.3,6,1,491,2020-01-01 00:00:00,14
1,0039df4d-2ea0-4345-9ffb-deecade8f49e,ME,92,415,376-8573,1,0,0,130.7,113,260.6,122,244.2,98,9.4,2,2,492,2020-01-01 00:00:00,93
0,e902b5f0-8cad-4126-bae8-462b4940e63f,RI,129,415,366-7360,0,1,33,119.6,104,278.7,88,263.4,175,5.9,2,2,493,2020-01-01 00:00:00,32
0,d1e01118-98ab-4819-9566-a2d0887a82e0,MD,18,408,347-7898,0,0,0,273.6,93,114.6,116,250.6,120,8.2,4,1,494,2020-01-01 00:00:00,117
0,17a920ff-58b9-409c-b57c-15bb3ec7bcdb,FL,161,415,390-7328,1,0,0,156.1,114,180.3,63,179.6,115,11.1,9,2,495,2020-01-01 00:00:00,26
0,32e3a200-5598-4b70-9d52-d1a2d7cfe0f8,CA,93,415,356-5491,0,1,36,178.7,134,178.6,102,126.8,82,8.0,4,2,496,2020-01-01 00:00:00,198
0,14146319-3c48-4f68-9004-0b91a7e10022,AL,144,415,373-3251,0,0,0,177.5,93,287.4,75,180.5,118,11.9,3,2,497,2020-01-01 00:00:00,82
1,a77afccc-7777-41ce-a5f7-9e71f45b9e3e,ME,75,408,343-1965,1,0,0,211.3,61,105.6,119,175.9,63,9.7,4,4,498,2020-01-01 00:00:00,46
0,0a0b6913-2a39-45a5-94dc-aef7795c869f,WV,95,415,378-8019,0,0,0,175.2,91,244.4,109,75.8,95,7.5,2,1,499,2020-01-01 00:00:00,30
0,e4dbd854-3b10-432d-ad76-4dd11a2eaea4,SD,126,415,386-1548,0,1,23,114.3,102,190.3,103,240.4,111,12.6,7,3,500,2020-01-01 00:00:00,173
0,5b3fab92-1d4f-45af-bf29-518eb6df4760,FL,124,415,397-1649,0,1,28,251.4,104,225.1,89,251.9,121,7.5,5,1,501,2020-01-01 00:00:00,118
1,f6517943-6721-4d5e-b746-8510e95a59c5,MI,93,415,366-7247,1,0,0,216.9,61,207.4,120,221.7,110,17.5,5,1,502,2020-01-01 00:00:00,150
0,c133a1db-be65-48b2-8697-6ddbffda1da8,MI,109,415,402-9691,1,1,26,217.2,138,145.5,111,280.7,76,9.3,3,0,503,2020-01-01 00:00:00,45
0,1ce305be-0605-4ad5-8565-dd07b71fce2a,NM,80,510,334-9806,0,0,0,206.3,97,154.9,98,263.6,82,12.4,12,0,504,2020-01-01 00:00:00,188
0,0c49855e-5c78-433d-85e7-33c122ca65d2,AK,41,415,378-7733,0,0,0,159.3,66,125.9,75,261.9,76,11.1,5,1,505,2020-01-01 00:00:00,124
0,e94287c3-c747-4bfc-8248-143370d4b47a,OH,136,415,407-2248,0,1,31,143.1,88,236.6,65,227.8,120,11.4,5,2,506,2020-01-01 00:00:00,139
1,beee4849-6e6e-4290-9014-b4d50219b1d2,MO,92,415,405-3916,0,0,0,154.0,122,329.8,88,288.0,117,5.6,2,3,507,2020-01-01 00:00:00,81
0,83382a49-e354-437d-a7ff-192f28cac15e,KS,143,408,407-2081,0,1,24,186.6,69,222.0,116,234.9,138,11.6,5,1,508,2020-01-01 00:00:00,118
1,b403185e-ade2-4d5c-8f1f-7626d80d72df,MS,118,415,397-9148,0,1,26,170.8,114,199.5,125,169.7,98,9.6,5,5,509,2020-01-01 00:00:00,131
0,16547e60-a5fc-4c59-9e43-909a1d7475e8,VT,193,408,415-4857,0,1,17,124.0,102,202.9,81,205.1,129,12.3,3,1,510,2020-01-01 00:00:00,74
0,c2faf99f-c40f-4e21-b2cc-6c7eb65b0144,NE,73,415,354-7314,0,0,0,198.3,94,279.3,101,146.2,87,14.8,8,3,511,2020-01-01 00:00:00,114
0,7c94bdb4-e214-4e15-a9a3-366f636258ce,VA,62,408,346-5611,0,0,0,172.8,101,204.8,97,240.8,90,9.1,8,2,512,2020-01-01 00:00:00,52
0,be518df1-fe5d-472e-98e3-27d6a0ac0d6a,DE,30,415,349-4703,0,1,30,217.4,74,213.8,86,227.2,104,6.6,3,0,513,2020-01-01 00:00:00,96
1,06744ad3-7062-4504-8a83-c67e7f7d5ed8,AL,60,408,411-7778,1,1,29,265.9,113,215.8,94,108.1,82,14.0,12,0,514,2020-01-01 00:00:00,189
0,05916243-db22-4cba-8909-48cb85c9fbb9,ID,148,510,421-1469,0,1,14,93.6,137,193.8,72,144.9,84,17.5,5,1,515,2020-01-01 00:00:00,104
0,0ef7f153-b9bf-4890-b2a7-eb8e6c50c6f9,MS,96,510,420-5990,0,0,0,98.2,100,307.2,88,182.5,120,7.6,1,2,516,2020-01-01 00:00:00,179
0,b22b0e50-862f-49f7-b30d-fb01cd35dd9a,OK,52,408,389-4780,0,0,0,214.7,68,158.6,138,123.4,114,9.4,4,2,517,2020-01-01 00:00:00,104
0,de535a73-d13e-43b4-a578-6055ad2963fd,NM,87,415,357-2735,0,0,0,168.2,92,224.7,100,169.5,99,12.9,3,1,518,2020-01-01 00:00:00,12
0,ec521dca-b200-47d1-9aeb-8b673bb98376,WI,41,408,409-4791,0,0,0,202.9,97,153.8,104,113.5,92,9.0,3,3,519,2020-01-01 00:00:00,39
0,ea0fb564-ec82-407c-9dbe-b59234703fc4,WV,112,415,380-5286,0,0,0,261.4,108,154.5,102,130.9,90,11.6,2,1,520,2020-01-01 00:00:00,32
1,d5e10f42-190a-40a5-b80f-865af99ac0ec,SC,88,510,394-8402,0,0,0,73.3,86,161.4,82,239.6,76,8.2,3,4,521,2020-01-01 00:00:00,188
0,06c18de0-8858-4fcf-87c5-9768a761dde0,KY,122,408,392-1616,0,1,27,253.7,84,229.2,109,190.5,123,9.2,5,7,522,2020-01-01 00:00:00,22
0,db498257-d1a1-4c04-85a4-2a7c353a832a,MO,61,408,364-1969,0,0,0,45.0,108,151.3,74,152.9,94,9.8,6,2,523,2020-01-01 00:00:00,3
0,5855b67c-a01e-4fbe-85d6-2f163cd14c8c,IL,87,510,390-4152,0,0,0,231.3,105,171.7,108,67.7,136,13.0,6,1,524,2020-01-01 00:00:00,121
0,ad59c0a3-4916-4979-8de7-30f38ac4d42c,OK,176,408,367-7039,0,0,0,47.4,125,167.8,90,163.1,107,10.5,8,2,525,2020-01-01 00:00:00,121
0,4130a711-54a5-4340-b025-29939ea1ef50,MI,30,510,391-6607,0,0,0,227.4,88,182.5,100,191.7,134,12.5,3,0,526,2020-01-01 00:00:00,123
0,125b8c95-d29e-4719-9518-fab5bbc16dbd,NJ,95,415,379-6652,0,1,22,40.9,126,133.4,90,264.2,91,11.9,7,0,527,2020-01-01 00:00:00,92
0,009e1298-a50a-46d8-becb-01b27288c2f9,ID,46,415,384-1833,0,0,0,124.8,133,157.3,143,199.3,72,8.6,4,2,528,2020-01-01 00:00:00,22
0,b5c90ac4-cb90-424c-b29c-66be0ad0bae4,DC,100,510,403-2455,1,0,0,68.5,110,337.1,115,205.2,99,12.1,9,0,529,2020-01-01 00:00:00,185
0,c1920993-c405-4dfa-ba2e-527237c2928e,NY,47,415,391-1348,0,1,37,163.5,77,203.1,102,232.0,87,7.8,4,2,530,2020-01-01 00:00:00,68
0,6ec159e9-8113-4c7f-963a-ab88f04a45d0,AL,77,415,408-4174,0,0,0,163.0,112,219.1,89,233.4,66,6.7,3,2,531,2020-01-01 00:00:00,189
0,66274d18-7a13-4d0a-b9e0-c3b3c845b48c,OR,98,415,366-4334,0,1,38,213.7,61,253.0,104,207.7,73,10.7,5,2,532,2020-01-01 00:00:00,91
0,f7a60f57-86b8-42d1-bff9-f3e584dffc55,OK,125,415,406-5059,0,1,36,201.3,117,42.2,78,125.7,104,5.4,3,1,533,2020-01-01 00:00:00,98
0,d03f033e-6fa9-45d6-9bfd-c69fc8f3d279,LA,67,510,373-6784,0,0,0,310.4,97,66.5,123,246.5,99,9.2,10,4,534,2020-01-01 00:00:00,15
0,3d4298ee-a483-4a2d-9615-05a4209b26d9,NE,194,408,408-3532,0,0,0,48.4,101,281.1,138,218.5,87,18.2,1,1,535,2020-01-01 00:00:00,10
0,be6280c1-0a48-4a7f-a51c-d6f7a4aba407,TX,128,415,350-8680,0,1,40,171.2,88,145.7,109,196.8,93,14.0,6,1,536,2020-01-01 00:00:00,194
0,94d717f4-2ed5-42bb-8229-7268450e839a,UT,190,415,398-9870,0,1,22,166.5,93,183.0,92,121.0,102,8.5,3,0,537,2020-01-01 00:00:00,130
0,41c3d2a4-0e18-45b9-ac49-978177e4d8af,OR,165,415,343-3356,0,0,0,216.6,126,190.8,104,224.7,123,12.4,8,0,538,2020-01-01 00:00:00,66
0,33693c7f-8288-4f00-ae6d-71735c7b9ef9,NY,59,408,415-4609,0,0,0,107.8,113,216.6,125,217.5,92,9.9,3,2,539,2020-01-01 00:00:00,141
0,231b40e2-e60f-4369-a74a-286015fc0b86,AL,47,408,404-5387,0,1,28,141.3,94,168.0,108,113.5,84,7.8,2,1,540,2020-01-01 00:00:00,27
0,fc665c6d-36fc-4c00-8333-ebbe13e2c6f5,RI,150,415,415-8151,0,1,29,209.9,77,158.0,52,141.9,113,6.6,1,0,541,2020-01-01 00:00:00,155
1,0ab23b36-54ee-45de-bcf4-e75d32b54da7,MN,152,415,416-2778,1,1,20,237.5,120,253.4,94,265.2,80,14.2,3,9,542,2020-01-01 00:00:00,183
0,b2821b42-2a6f-4521-a0fa-dc5de67d8db1,NC,26,415,393-3300,0,0,0,234.5,109,216.5,129,191.6,94,3.5,6,3,543,2020-01-01 00:00:00,134
0,72fad179-e1f3-4281-83d0-532ac0c42d1f,MD,79,510,391-7661,0,1,31,103.1,90,243.0,135,76.4,92,12.2,8,3,544,2020-01-01 00:00:00,63
0,b999927c-d79c-4a5f-894d-8aece2e70759,RI,95,510,339-4317,0,1,27,129.5,106,248.9,90,268.0,115,11.9,3,1,545,2020-01-01 00:00:00,33
1,4401c628-3c7e-46d4-be10-858e0ad8e03d,WI,69,510,418-6455,1,0,0,279.8,90,248.7,91,171.0,118,8.4,10,2,546,2020-01-01 00:00:00,93
1,ca13b4f1-606f-43ad-ac7a-7cbe10e81d35,VT,95,510,378-3508,1,1,41,136.8,91,200.8,61,133.7,67,10.3,9,5,547,2020-01-01 00:00:00,152
0,ede5ec62-7086-4c3d-9151-a5fdc4fc90cb,CT,31,415,390-9359,0,1,31,100.1,54,246.3,97,255.0,131,5.9,3,0,548,2020-01-01 00:00:00,58
0,0e9679db-0d81-4787-ae19-2a599a20dd01,OK,121,408,364-2495,0,1,31,237.1,63,205.6,117,196.7,85,10.1,5,4,549,2020-01-01 00:00:00,141
1,17b69bc7-228f-475d-953e-dd85dc8c8067,AK,111,415,364-7719,0,0,0,172.8,58,183.1,108,158.8,104,7.9,3,4,550,2020-01-01 00:00:00,14
0,64ccf47b-e4ed-4efc-bb3c-03d1473de80b,NY,157,415,421-1189,0,0,0,224.5,111,200.7,99,116.6,118,11.5,2,2,551,2020-01-01 00:00:00,72
1,1b7f54d9-41d0-4e1c-98a9-a2d311ebd8f7,GA,44,510,419-8987,0,0,0,288.1,112,258.0,92,192.4,90,10.2,4,3,552,2020-01-01 00:00:00,117
0,612af538-4a53-4b3a-821b-4cb666457abf,UT,61,510,402-9980,1,0,0,78.2,103,195.9,149,108.0,100,10.1,6,2,553,2020-01-01 00:00:00,64
0,3a33a43d-3583-44c1-bebc-9adf163831ff,NM,65,415,376-5908,0,0,0,148.7,80,259.0,94,149.5,107,12.7,6,2,554,2020-01-01 00:00:00,174
0,509848ff-7a6a-4511-8dbe-8d09f76dc62f,NE,74,415,400-3150,0,1,25,194.6,84,119.9,103,175.5,75,13.1,2,2,555,2020-01-01 00:00:00,15
0,04d0873d-e504-4a58-aaa1-42d40c8ad6b0,NJ,123,408,336-1749,0,0,0,159.5,77,303.8,92,226.9,120,12.0,4,0,556,2020-01-01 00:00:00,170
0,f8b68af2-480e-4526-b25a-7affc7eecd30,TX,58,408,420-1259,0,1,20,194.5,110,213.7,89,236.6,92,9.5,2,1,557,2020-01-01 00:00:00,55
1,122dd6b0-cc55-49d6-a268-2c552cf57fbc,MT,74,408,339-7541,0,0,0,174.1,96,251.1,94,257.6,123,8.3,5,2,558,2020-01-01 00:00:00,160
0,35e11153-dabf-4993-b7af-1e73af02612a,CO,125,415,378-9029,0,0,0,131.8,97,136.7,100,308.2,119,7.7,6,2,559,2020-01-01 00:00:00,122
0,c680ceb5-7042-4150-aef8-e14a709b95c3,VT,80,415,342-7514,0,0,0,160.6,103,237.0,109,245.1,88,10.7,1,1,560,2020-01-01 00:00:00,7
0,4de8e4b7-3262-4a97-81c0-6ecef9b84384,RI,53,408,422-4956,0,1,18,146.8,107,310.0,84,178.7,130,7.2,7,0,561,2020-01-01 00:00:00,88
0,e32b60cf-9de5-44f5-bc5b-ac6d9aea1377,WY,99,408,389-8606,0,1,28,200.7,88,264.2,116,172.7,102,9.1,5,1,562,2020-01-01 00:00:00,35
0,0daaf30c-8974-4ecf-a645-6b3564db420f,ID,99,415,406-7261,0,0,0,145.6,106,98.3,106,230.8,83,10.9,5,1,563,2020-01-01 00:00:00,102
0,2df6f956-62e4-4920-bbdf-c3049aa08a5b,CT,66,415,417-7973,0,1,29,229.4,104,257.4,84,231.5,119,8.0,1,2,564,2020-01-01 00:00:00,18
0,684436eb-f013-43ce-8fe6-1384593a9d01,ME,97,510,390-2891,0,0,0,211.0,76,189.0,100,123.0,102,4.7,4,3,565,2020-01-01 00:00:00,118
0,478af5ff-4e8e-418b-90d7-5860e171a423,AZ,75,510,385-7387,0,1,37,121.5,97,271.4,110,248.7,97,11.3,5,2,566,2020-01-01 00:00:00,182
0,9da244a4-701a-4ff4-8e03-cf3ef0d0256a,MD,85,510,362-2776,1,0,0,216.0,73,188.2,117,147.1,98,3.6,7,2,567,2020-01-01 00:00:00,33
0,f3201069-0261-4cb7-8557-a64dded957c7,IN,108,510,329-1955,0,0,0,293.0,88,160.6,101,143.9,87,10.0,6,2,568,2020-01-01 00:00:00,138
1,98b5b1a4-af27-443d-9ac9-d82b296df5f4,NC,133,408,344-3160,1,1,32,221.1,137,264.9,99,168.9,108,15.4,4,2,569,2020-01-01 00:00:00,159
0,bc77fee9-19d7-4466-984c-471ff2471b11,DE,51,510,406-2454,0,0,0,181.5,108,196.9,87,187.2,119,10.3,2,1,570,2020-01-01 00:00:00,188
0,d0afc428-56c0-4f21-9895-c6def28a1145,MN,186,415,335-3913,0,1,26,74.3,107,177.3,116,296.3,90,14.5,3,2,571,2020-01-01 00:00:00,168
0,7e84ea11-8908-454c-a059-b5ccb420b3c9,WI,44,415,355-7705,1,0,0,62.3,92,275.0,82,138.7,108,10.8,3,1,572,2020-01-01 00:00:00,138
0,1f4146c9-90fb-46eb-aba8-0e79fd0b5b44,FL,64,408,410-7108,0,1,31,228.6,88,248.5,109,167.1,124,9.0,1,3,573,2020-01-01 00:00:00,74
1,9fc50954-3095-4998-b016-ab1e314c6bf6,WV,44,510,419-1674,0,0,0,228.1,121,276.5,79,279.8,77,9.9,5,2,574,2020-01-01 00:00:00,47
0,57e9d87c-a369-4893-9187-59e0b608cee6,SD,114,415,351-7369,0,1,36,309.9,90,200.3,89,183.5,105,14.2,2,1,575,2020-01-01 00:00:00,168
0,f765fc2d-ac69-4e5c-94b0-189a685dbb3e,FL,92,415,349-9566,0,0,0,201.9,74,226.8,119,217.5,80,13.7,6,3,576,2020-01-01 00:00:00,185
0,f5f07c08-26a4-4882-b19c-d8f66976c08c,OR,110,408,333-3421,0,0,0,149.8,112,180.0,93,140.0,119,11.7,4,2,577,2020-01-01 00:00:00,55
0,88054061-e9b6-44ad-ae52-ac5a236bf4cc,CO,90,408,393-8199,0,1,30,183.8,76,229.7,95,144.1,124,7.7,3,1,578,2020-01-01 00:00:00,108
0,cf28eca9-f682-4bcb-bf03-3215d5d8c4c2,CT,72,408,388-4879,0,1,21,186.7,108,335.0,86,187.2,119,16.5,4,1,579,2020-01-01 00:00:00,153
1,7ea4209d-68c1-481d-9b03-68fa5f2fe351,IN,113,415,353-6007,0,0,0,209.4,151,347.3,113,246.0,116,7.4,2,1,580,2020-01-01 00:00:00,109
0,ec048570-e373-454a-8d29-4c5c735f37ce,PA,171,415,416-1557,0,1,25,223.2,77,183.2,118,150.8,90,10.2,3,3,581,2020-01-01 00:00:00,164
0,d71e0d91-4796-4dbc-8027-a1865d7afc1e,NM,104,415,356-7217,0,0,0,164.2,109,155.4,90,168.9,117,10.7,8,1,582,2020-01-01 00:00:00,26
0,ef6d12b0-03ec-409b-92ac-3df037d9752c,ME,165,408,350-2012,0,0,0,150.5,75,193.1,93,311.6,93,10.3,2,1,583,2020-01-01 00:00:00,170
1,1c61f171-f0b0-4e7b-ac07-519b49ed13d8,SD,104,510,420-9838,0,0,0,234.2,128,293.1,92,183.9,79,9.8,6,0,584,2020-01-01 00:00:00,41
0,4f8d6e6f-32e8-44bd-b45d-b0bb9fb0029c,AR,110,408,373-6379,0,0,0,55.3,102,164.7,124,200.7,108,10.2,5,1,585,2020-01-01 00:00:00,100
0,9c84182e-cada-4e38-9f6a-9d0b86483789,TX,90,408,355-7293,1,0,0,221.8,97,203.8,134,215.8,154,8.4,4,1,586,2020-01-01 00:00:00,176
0,8b8c7169-2bcc-4976-b1b1-4755407c6696,NH,114,415,406-4588,0,0,0,169.6,85,58.9,86,179.3,124,7.4,8,1,587,2020-01-01 00:00:00,53
1,00ba68e4-5a9e-4547-91ef-7b138c487f1f,OK,101,408,345-1524,0,0,0,89.7,118,260.1,79,170.1,93,13.5,11,5,588,2020-01-01 00:00:00,166
0,3820ed5a-ca05-4f49-a64b-59f21fbdf91f,WI,117,408,375-8493,0,1,14,80.2,81,219.0,103,122.6,102,8.6,2,1,589,2020-01-01 00:00:00,50
0,9e623e04-15aa-45de-b2be-93ea9c829015,AL,109,408,361-2924,0,0,0,218.9,105,299.9,87,158.6,110,11.3,4,2,590,2020-01-01 00:00:00,19
0,9a1659ce-8a72-42a3-ac0b-82258273d38f,PA,82,408,359-6163,0,0,0,125.7,96,207.6,137,183.1,103,12.9,2,1,591,2020-01-01 00:00:00,132
0,8a0fe6ea-1d68-45dd-a7cd-2f9188673e63,OK,92,510,411-8140,0,0,0,176.3,85,93.4,125,207.2,107,9.6,1,2,592,2020-01-01 00:00:00,34
0,e98ee7de-ebad-4f3b-938e-589926b477ec,ME,82,510,381-9049,0,1,29,207.2,111,254.1,137,169.3,92,9.5,5,2,593,2020-01-01 00:00:00,186
0,b27b1f82-b801-4c18-aba6-99ee0e059146,WV,90,415,344-4478,0,0,0,205.7,138,161.9,83,269.7,104,12.5,6,2,594,2020-01-01 00:00:00,57
0,5aa00a02-4805-4f99-abc3-30d454e8697e,HI,87,408,360-2690,0,1,28,151.4,95,152.4,97,250.1,109,0.0,0,1,595,2020-01-01 00:00:00,37
0,a04c8de5-2568-4d7d-9b17-cad3f46009e4,MN,124,510,410-7383,0,0,0,157.5,70,130.7,79,193.4,98,9.6,4,3,596,2020-01-01 00:00:00,135
0,575d9f1e-b191-416a-941b-d802b420f45c,NY,39,408,356-1889,0,0,0,160.4,68,102.6,103,235.3,106,9.1,5,2,597,2020-01-01 00:00:00,143
0,1c90ab51-f63b-4ec5-9ad1-f2b15227fd71,AZ,84,415,341-2360,0,0,0,159.0,80,167.9,128,167.6,101,12.3,5,1,598,2020-01-01 00:00:00,97
0,f77f982d-141c-401f-a936-833a9c932d4b,OH,75,510,370-3021,0,1,46,214.1,62,200.9,111,246.8,126,9.2,6,0,599,2020-01-01 00:00:00,141
0,887cf485-9510-4cba-b19c-7f18e7934ffb,MI,102,510,336-4656,0,0,0,102.6,89,246.0,77,170.5,140,9.1,4,2,600,2020-01-01 00:00:00,116
1,f489d468-2832-4ccd-9766-a38c16ab8188,MA,62,415,386-2810,1,0,0,159.7,86,197.5,76,121.6,105,13.9,6,0,601,2020-01-01 00:00:00,178
0,6b0db4fb-70aa-4a0e-bbb3-72db3a66be3e,WV,143,510,350-1354,0,0,0,202.8,109,165.8,104,143.9,71,4.6,4,1,602,2020-01-01 00:00:00,82
0,82e9fd81-330b-4c11-807e-b5d64ed247ed,MI,53,415,346-5707,0,0,0,57.5,95,265.5,131,244.3,128,11.6,6,3,603,2020-01-01 00:00:00,87
0,8a4dda89-da7e-4895-aa5e-2535a0b96ea5,NM,30,415,405-8370,0,0,0,169.9,144,225.2,118,169.7,93,11.4,7,1,604,2020-01-01 00:00:00,173
1,e185dfb3-4c54-4c54-aff6-49a4ef10474c,MO,112,415,373-2053,0,0,0,335.5,77,212.5,109,265.0,132,12.7,8,2,605,2020-01-01 00:00:00,12
0,371c326e-ec9c-42c4-848f-612b82589407,RI,129,415,369-5222,0,0,0,139.5,119,289.3,105,129.4,97,13.1,8,0,606,2020-01-01 00:00:00,88
0,34fa9b19-da03-4c25-9982-d5d53b3a34de,NC,63,415,347-7420,0,1,29,142.3,107,118.7,56,240.1,91,6.6,8,1,607,2020-01-01 00:00:00,65
0,b8762f85-97af-4f78-9d62-7a790babcfc5,WY,28,415,392-6856,0,0,0,187.8,94,248.6,86,208.8,124,10.6,5,0,608,2020-01-01 00:00:00,138
0,8607e334-d862-4373-a879-4d904a2ce090,WY,111,415,371-5556,0,0,0,146.2,55,261.5,83,163.2,116,8.7,3,3,609,2020-01-01 00:00:00,60
0,858281ed-3060-4cf0-a1b0-b05552fa3dbd,PA,91,510,334-5337,0,0,0,231.8,120,150.6,106,269.2,129,11.6,7,3,610,2020-01-01 00:00:00,146
